CATÁLOGO DE 2.000 TÉCNICAS Y METODOLOGÍAS
PARTE 3 — ENTRADAS 1351 A 2000
Formato: TIPO, SECTOR, ENFOQUE > NÚMERO > NOMBRE > DESCRIPCIÓN
Nota: las entradas marcadas como APLICACIÓN METODOLÓGICA son adaptaciones sectoriales explícitas, no métodos canónicos nuevos.

MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1351 > Demostración directa > Deriva la conclusión desde axiomas y definiciones.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1813 > Info-Gap Decision Theory > Trata incertidumbre severa.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1814 > Minimax Regret > Minimiza el peor arrepentimiento.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1815 > Reference Class Forecasting > Usa resultados de proyectos comparables.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1816 > Probabilistic Risk Assessment > Cuantifica secuencias de fallo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1817 > Quantitative Risk Analysis > Calcula exposición probabilística.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1818 > Qualitative Risk Analysis > Prioriza con escalas ordinales.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1819 > Risk Register > Documenta riesgos y respuestas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1820 > Risk Breakdown Structure > Organiza riesgos jerárquicamente.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1821 > Enterprise Risk Management > Integra riesgos organizativos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1822 > COSO ERM > Estructura gobernanza y desempeño de riesgos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1823 > Business Impact Analysis > Identifica funciones críticas e impactos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1824 > Resilience Engineering > Diseña capacidad de responder y aprender.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1825 > FRAM > Estudia resonancia de variaciones funcionales.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1826 > STAMP > Modela accidentes como fallos de control.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1827 > STPA > Deriva acciones de control inseguras.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1828 > Safety Case > Argumenta seguridad con evidencia.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1829 > Goal Structuring Notation > Representa argumentos de aseguramiento.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1830 > Assurance Case > Estructura afirmaciones y pruebas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1831 > Hazard Log > Mantiene trazabilidad de peligros.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1832 > Management of Change > Controla riesgos de modificaciones.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1833 > Permit to Work > Autoriza tareas peligrosas bajo controles.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1834 > Job Safety Analysis > Descompone tareas y peligros.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1835 > Preliminary Hazard Analysis > Identifica peligros tempranos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1836 > Common Cause Failure Analysis > Estudia causas compartidas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1837 > Root Cause Analysis > Identifica causas sistémicas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1838 > Apollo Root Cause Analysis > Representa acciones y condiciones.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1839 > TapRooT > Investiga incidentes con taxonomías.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1840 > Tripod Beta > Analiza barreras y condiciones latentes.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1841 > AcciMap > Mapea causas a varios niveles.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1842 > Swiss Cheese Model > Explica alineación de debilidades.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1843 > High Reliability Organization Principles > Promueve sensibilidad y resiliencia.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1844 > Resilience Assessment Grid > Evalúa responder, monitorizar, aprender y anticipar.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1845 > Demostración directa aplicado a matemáticas aplicadas para diagnóstico > Adapta Demostración directa a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1846 > Demostración por contraposición aplicado a matemáticas aplicadas para diagnóstico > Adapta Demostración por contraposición a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1847 > Demostración por contradicción aplicado a matemáticas aplicadas para diagnóstico > Adapta Demostración por contradicción a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1848 > Inducción matemática aplicado a matemáticas aplicadas para diagnóstico > Adapta Inducción matemática a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1849 > Inducción fuerte aplicado a matemáticas aplicadas para diagnóstico > Adapta Inducción fuerte a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1850 > Descenso infinito aplicado a matemáticas aplicadas para diagnóstico > Adapta Descenso infinito a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1851 > Prueba por casos aplicado a matemáticas aplicadas para diagnóstico > Adapta Prueba por casos a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1852 > Prueba constructiva aplicado a matemáticas aplicadas para diagnóstico > Adapta Prueba constructiva a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1853 > Prueba probabilística aplicado a matemáticas aplicadas para diagnóstico > Adapta Prueba probabilística a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1854 > Método diagonal aplicado a matemáticas aplicadas para diagnóstico > Adapta Método diagonal a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1855 > Principio del palomar aplicado a matemáticas aplicadas para diagnóstico > Adapta Principio del palomar a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1856 > Invariante aplicado a matemáticas aplicadas para diagnóstico > Adapta Invariante a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1857 > Monovariante aplicado a matemáticas aplicadas para diagnóstico > Adapta Monovariante a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1858 > Principio extremal aplicado a matemáticas aplicadas para diagnóstico > Adapta Principio extremal a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1859 > Double Counting aplicado a matemáticas aplicadas para diagnóstico > Adapta Double Counting a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1860 > Prueba biyectiva aplicado a matemáticas aplicadas para diagnóstico > Adapta Prueba biyectiva a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1861 > Generating Functions aplicado a matemáticas aplicadas para diagnóstico > Adapta Generating Functions a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1862 > Inclusion-Exclusion aplicado a matemáticas aplicadas para diagnóstico > Adapta Inclusion-Exclusion a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1863 > Burnside Lemma aplicado a matemáticas aplicadas para diagnóstico > Adapta Burnside Lemma a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1864 > Pólya Enumeration aplicado a matemáticas aplicadas para diagnóstico > Adapta Pólya Enumeration a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1865 > Probabilistic Method aplicado a matemáticas aplicadas para diagnóstico > Adapta Probabilistic Method a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1866 > First Moment Method aplicado a matemáticas aplicadas para diagnóstico > Adapta First Moment Method a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1867 > Second Moment Method aplicado a matemáticas aplicadas para diagnóstico > Adapta Second Moment Method a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1868 > Lovász Local Lemma aplicado a matemáticas aplicadas para diagnóstico > Adapta Lovász Local Lemma a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1869 > Coupling aplicado a matemáticas aplicadas para diagnóstico > Adapta Coupling a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1870 > Markov Inequality aplicado a matemáticas aplicadas para diagnóstico > Adapta Markov Inequality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1871 > Chebyshev Inequality aplicado a matemáticas aplicadas para diagnóstico > Adapta Chebyshev Inequality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1872 > Chernoff Bound aplicado a matemáticas aplicadas para diagnóstico > Adapta Chernoff Bound a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1873 > Hoeffding Inequality aplicado a matemáticas aplicadas para diagnóstico > Adapta Hoeffding Inequality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1874 > Jensen Inequality aplicado a matemáticas aplicadas para diagnóstico > Adapta Jensen Inequality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1875 > Cauchy-Schwarz aplicado a matemáticas aplicadas para diagnóstico > Adapta Cauchy-Schwarz a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1876 > Hölder Inequality aplicado a matemáticas aplicadas para diagnóstico > Adapta Hölder Inequality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1877 > Minkowski Inequality aplicado a matemáticas aplicadas para diagnóstico > Adapta Minkowski Inequality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1878 > Young Inequality aplicado a matemáticas aplicadas para diagnóstico > Adapta Young Inequality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1879 > AM-GM aplicado a matemáticas aplicadas para diagnóstico > Adapta AM-GM a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1880 > Rearrangement Inequality aplicado a matemáticas aplicadas para diagnóstico > Adapta Rearrangement Inequality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1881 > Lagrange Multipliers aplicado a matemáticas aplicadas para diagnóstico > Adapta Lagrange Multipliers a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1882 > KKT Conditions aplicado a matemáticas aplicadas para diagnóstico > Adapta KKT Conditions a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1883 > Linear Programming aplicado a matemáticas aplicadas para diagnóstico > Adapta Linear Programming a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1884 > Simplex Method aplicado a matemáticas aplicadas para diagnóstico > Adapta Simplex Method a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1885 > Interior-Point Method aplicado a matemáticas aplicadas para diagnóstico > Adapta Interior-Point Method a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1886 > Linear Programming Duality aplicado a matemáticas aplicadas para diagnóstico > Adapta Linear Programming Duality a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1887 > Integer Linear Programming aplicado a matemáticas aplicadas para diagnóstico > Adapta Integer Linear Programming a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1888 > Mixed-Integer Programming aplicado a matemáticas aplicadas para diagnóstico > Adapta Mixed-Integer Programming a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1889 > Cutting-Plane Method aplicado a matemáticas aplicadas para diagnóstico > Adapta Cutting-Plane Method a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1890 > Branch-and-Cut aplicado a matemáticas aplicadas para diagnóstico > Adapta Branch-and-Cut a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1891 > Branch-and-Price aplicado a matemáticas aplicadas para diagnóstico > Adapta Branch-and-Price a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1892 > Column Generation aplicado a matemáticas aplicadas para diagnóstico > Adapta Column Generation a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1893 > Dantzig-Wolfe Decomposition aplicado a matemáticas aplicadas para diagnóstico > Adapta Dantzig-Wolfe Decomposition a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1894 > Benders Decomposition aplicado a matemáticas aplicadas para diagnóstico > Adapta Benders Decomposition a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1895 > Lagrangian Relaxation aplicado a matemáticas aplicadas para diagnóstico > Adapta Lagrangian Relaxation a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1896 > Quadratic Programming aplicado a matemáticas aplicadas para diagnóstico > Adapta Quadratic Programming a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1897 > Second-Order Cone Programming aplicado a matemáticas aplicadas para diagnóstico > Adapta Second-Order Cone Programming a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1898 > Semidefinite Programming aplicado a matemáticas aplicadas para diagnóstico > Adapta Semidefinite Programming a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1899 > Convex Optimization aplicado a matemáticas aplicadas para diagnóstico > Adapta Convex Optimization a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1900 > Subgradient Method aplicado a matemáticas aplicadas para diagnóstico > Adapta Subgradient Method a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1901 > Projected Gradient Descent aplicado a matemáticas aplicadas para diagnóstico > Adapta Projected Gradient Descent a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1902 > Proximal Gradient aplicado a matemáticas aplicadas para diagnóstico > Adapta Proximal Gradient a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1903 > Nesterov Acceleration aplicado a matemáticas aplicadas para diagnóstico > Adapta Nesterov Acceleration a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1904 > Coordinate Descent aplicado a matemáticas aplicadas para diagnóstico > Adapta Coordinate Descent a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1905 > Block Coordinate Descent aplicado a matemáticas aplicadas para diagnóstico > Adapta Block Coordinate Descent a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, MATEMÁTICAS APLICADAS, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1906 > Stochastic Gradient Descent aplicado a matemáticas aplicadas para diagnóstico > Adapta Stochastic Gradient Descent a modelado, cálculo y demostración para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
