CATÁLOGO DE 2.000 TÉCNICAS Y METODOLOGÍAS
PARTE 2 — ENTRADAS 701 A 1350
Formato: TIPO, SECTOR, ENFOQUE > NÚMERO > NOMBRE > DESCRIPCIÓN
Nota: las entradas marcadas como APLICACIÓN METODOLÓGICA son adaptaciones sectoriales explícitas, no métodos canónicos nuevos.

TÉCNICA EXPERIMENTAL, FÍSICA, QUÍMICA Y MATERIALES, MEDICIÓN Y CARACTERIZACIÓN > 701 > Espectroscopía de absorción > Mide atenuación de radiación para identificar transiciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1158 > Dependent Types > Expresa propiedades en tipos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1159 > Code Review > Inspecciona cambios por pares.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1160 > Architecture Decision Record > Documenta decisiones arquitectónicas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1161 > Domain-Driven Design > Modela software alrededor del dominio.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1162 > Event Storming > Descubre procesos mediante eventos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1163 > Bounded Context > Delimita modelos consistentes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1164 > Hexagonal Architecture > Aísla dominio con puertos y adaptadores.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1165 > Clean Architecture > Separa negocio de detalles externos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1166 > Microservices Architecture > Divide en servicios independientes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1167 > Modular Monolith > Mantiene un despliegue con módulos aislados.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1168 > Event-Driven Architecture > Coordina mediante eventos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1169 > Serverless Architecture > Ejecuta funciones gestionadas bajo demanda.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1170 > Layered Architecture > Organiza responsabilidades por capas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1171 > Pipe-and-Filter > Procesa datos en etapas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1172 > Repository Pattern > Aísla persistencia.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1173 > Dependency Injection > Proporciona dependencias externamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1174 > Strategy Pattern > Encapsula algoritmos intercambiables.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1175 > Observer Pattern > Notifica cambios a suscriptores.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1176 > Factory Method > Delegar creación de objetos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1177 > Builder Pattern > Construye objetos paso a paso.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1178 > Adapter Pattern > Convierte interfaces.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1179 > Facade Pattern > Simplifica subsistemas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1180 > Decorator Pattern > Añade comportamiento envolviendo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1181 > Command Pattern > Encapsula peticiones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1182 > State Pattern > Cambia comportamiento según estado.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1183 > Zero Trust Architecture > Verifica cada acceso.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1184 > Least Privilege > Concede permisos mínimos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1185 > Defense in Depth > Superpone controles independientes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1186 > Secure by Design > Integra seguridad desde el diseño.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1187 > Threat Modeling > Identifica activos, amenazas y mitigaciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1188 > STRIDE > Clasifica seis tipos de amenaza.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1189 > PASTA > Modela amenazas centradas en riesgo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1190 > Attack Trees > Descompone objetivos ofensivos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1191 > Attack Graphs > Representa rutas de explotación.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1192 > Kill Chain Analysis > Divide un ataque en etapas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1193 > MITRE ATT&CK Mapping > Relaciona comportamiento adversario con técnicas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1194 > CVSS > Puntúa severidad técnica.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1195 > Security Misuse Cases > Describe usos maliciosos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1196 > SAST > Analiza código sin ejecutarlo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1197 > DAST > Prueba aplicaciones en ejecución.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1198 > IAST > Combina instrumentación y prueba dinámica.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1199 > Software Composition Analysis > Analiza dependencias y vulnerabilidades.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1200 > SBOM > Inventaría componentes de software.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1201 > Reproducible Builds > Produce artefactos idénticos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1202 > Code Signing > Verifica origen e integridad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1203 > Secrets Scanning > Detecta credenciales expuestas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1204 > Container Scanning > Busca vulnerabilidades en imágenes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1205 > Penetration Testing > Simula ataques autorizados.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1206 > Red Teaming > Emula adversarios.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1207 > Purple Teaming > Coordina ataque y defensa.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1208 > Tabletop Exercise > Simula decisiones de incidente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1209 > Bug Bounty > Incentiva reportes externos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1210 > Network Segmentation > Divide redes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1211 > Microsegmentation > Aplica controles granulares.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1212 > Sandboxing > Ejecuta código restringidamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1213 > Application Allowlisting > Permite solo software autorizado.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1214 > Role-Based Access Control > Asigna permisos por rol.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1215 > Attribute-Based Access Control > Decide acceso por atributos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1216 > Multi-Factor Authentication > Combina factores de identidad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1217 > Passwordless Authentication > Autentica sin contraseña memorizada.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1218 > PKI > Gestiona certificados y confianza.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1219 > Mutual TLS > Autentica ambos extremos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1220 > OAuth 2.0 > Delegar autorización con tokens.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1221 > OpenID Connect > Añade identidad sobre OAuth.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1222 > Kerberos > Autentica mediante tickets.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1223 > FIDO2 > Usa criptografía resistente a phishing.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1224 > WebAuthn > Permite autenticación fuerte web.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1225 > Hardware Security Module > Protege claves en hardware.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1226 > Trusted Platform Module > Almacena claves y medidas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1227 > Secure Boot > Verifica firmas al arrancar.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1228 > Remote Attestation > Demuestra estado medido.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1229 > Full-Disk Encryption > Cifra un dispositivo completo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1230 > Envelope Encryption > Protege claves de datos con clave maestra.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1231 > Key Rotation > Sustituye claves periódicamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1232 > Shamir Secret Sharing > Divide secretos con umbral.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1233 > Hashing > Resume datos unidireccionalmente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1234 > Authenticated Encryption > Cifra y autentica simultáneamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1235 > Digital Signature > Prueba autenticidad e integridad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1236 > Forward Secrecy > Protege sesiones pasadas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1237 > Network Intrusion Detection > Detecta actividad sospechosa en red.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1238 > Host Intrusion Detection > Detecta cambios sospechosos en hosts.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1239 > SIEM > Correlaciona eventos de seguridad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1240 > SOAR > Automatiza respuesta a incidentes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1241 > EDR > Monitoriza y contiene endpoints.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1242 > XDR > Correlaciona telemetría de varias capas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1243 > UEBA > Detecta desviaciones de comportamiento.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1244 > Deception Technology > Introduce señuelos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1245 > Honeypot > Expone un sistema trampa.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1246 > Honeytoken > Usa datos falsos que alertan.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1247 > YARA Rules > Identifica malware por patrones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1248 > Sigma Rules > Describe detecciones portables.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1249 > Memory Forensics > Analiza memoria volátil.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1250 > Disk Forensics > Analiza almacenamiento.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1251 > Timeline Analysis > Reconstruye eventos cronológicamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1252 > Malware Static Analysis > Inspecciona malware sin ejecutarlo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1253 > Malware Dynamic Analysis > Observa malware ejecutándose.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1254 > Reverse Engineering > Reconstruye funcionamiento desde artefactos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1255 > Taint Analysis > Rastrea datos no confiables.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1256 > Control-Flow Integrity > Restringe destinos de ejecución.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1257 > ASLR > Aleatoriza ubicaciones de memoria.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1258 > Data Execution Prevention > Impide ejecutar regiones de datos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1259 > Stack Canaries > Detecta sobrescritura de pila.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1260 > Immutable Infrastructure > Reemplaza sistemas en lugar de modificarlos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1261 > Backup 3-2-1 > Mantiene tres copias en dos soportes y una externa.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1262 > Immutable Backup > Impide modificar copias.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1263 > Disaster Recovery Drill > Prueba restauración y recuperación.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1264 > Business Continuity Planning > Mantiene funciones críticas.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1265 > Espectroscopía de absorción aplicado a física experimental para diagnóstico > Adapta Espectroscopía de absorción a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1266 > Espectroscopía de emisión aplicado a física experimental para diagnóstico > Adapta Espectroscopía de emisión a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1267 > Espectroscopía UV-Visible aplicado a física experimental para diagnóstico > Adapta Espectroscopía UV-Visible a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1268 > Espectroscopía infrarroja aplicado a física experimental para diagnóstico > Adapta Espectroscopía infrarroja a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1269 > FTIR aplicado a física experimental para diagnóstico > Adapta FTIR a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1270 > Espectroscopía Raman aplicado a física experimental para diagnóstico > Adapta Espectroscopía Raman a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1271 > Raman confocal aplicado a física experimental para diagnóstico > Adapta Raman confocal a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1272 > Espectroscopía de fluorescencia aplicado a física experimental para diagnóstico > Adapta Espectroscopía de fluorescencia a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1273 > Fluorescencia resuelta en tiempo aplicado a física experimental para diagnóstico > Adapta Fluorescencia resuelta en tiempo a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1274 > FRET aplicado a física experimental para diagnóstico > Adapta FRET a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1275 > XPS aplicado a física experimental para diagnóstico > Adapta XPS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1276 > UPS aplicado a física experimental para diagnóstico > Adapta UPS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1277 > AES aplicado a física experimental para diagnóstico > Adapta AES a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1278 > EELS aplicado a física experimental para diagnóstico > Adapta EELS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1279 > NMR aplicado a física experimental para diagnóstico > Adapta NMR a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1280 > NMR de estado sólido aplicado a física experimental para diagnóstico > Adapta NMR de estado sólido a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1281 > EPR aplicado a física experimental para diagnóstico > Adapta EPR a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1282 > Mössbauer Spectroscopy aplicado a física experimental para diagnóstico > Adapta Mössbauer Spectroscopy a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1283 > Espectrometría de masas aplicado a física experimental para diagnóstico > Adapta Espectrometría de masas a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1284 > MALDI-TOF aplicado a física experimental para diagnóstico > Adapta MALDI-TOF a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1285 > ICP-MS aplicado a física experimental para diagnóstico > Adapta ICP-MS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1286 > SIMS aplicado a física experimental para diagnóstico > Adapta SIMS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1287 > Difracción de rayos X aplicado a física experimental para diagnóstico > Adapta Difracción de rayos X a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1288 > XRD de polvo aplicado a física experimental para diagnóstico > Adapta XRD de polvo a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1289 > Difracción de monocristal aplicado a física experimental para diagnóstico > Adapta Difracción de monocristal a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1290 > SAXS aplicado a física experimental para diagnóstico > Adapta SAXS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1291 > WAXS aplicado a física experimental para diagnóstico > Adapta WAXS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
